,year,month,day,hour,minutes,seconds,msec,date,jdb
1891,2023,6,8,21,30,35,760,2023-06-08 21:30:35.760,60104.39624722153
1892,2023,6,10,1,6,17,377,2023-06-10 01:06:17.377,60105.54603445369
1893,2023,6,11,23,33,44,973,2023-06-11 23:33:44.973,60107.48177051896
1894,2023,6,12,23,22,58,721,2023-06-12 23:22:58.721,60108.474290750135
1895,2023,6,14,2,6,48,669,2023-06-14 02:06:48.669,60109.58806329482
1896,2023,6,15,1,6,21,28,2023-06-15 01:06:21.028,60110.54607670833
1897,2023,6,16,0,40,16,130,2023-06-16 00:40:16.130,60111.52796446603
1898,2023,6,17,0,44,22,208,2023-06-17 00:44:22.208,60112.53081259589
1899,2023,6,18,0,10,18,992,2023-06-18 00:10:18.992,60113.50716425532
1900,2023,6,18,23,59,11,606,2023-06-18 23:59:11.606,60114.49943987944
1901,2023,6,20,0,43,29,972,2023-06-20 00:43:29.972,60115.53020801319
1902,2023,6,20,21,25,49,128,2023-06-20 21:25:49.128,60116.39292972153
1903,2023,6,22,1,1,6,492,2023-06-22 01:01:06.492,60117.54243625501
1904,2023,6,22,23,41,1,75,2023-06-22 23:41:01.075,60118.4868179921
1905,2023,6,24,1,5,2,899,2023-06-24 01:05:02.899,60119.54517243963
1906,2023,6,25,0,51,40,666,2023-06-25 00:51:40.666,60120.53588733986
1907,2023,6,26,1,48,31,740,2023-06-26 01:48:31.740,60121.5753673621
1908,2023,6,27,0,50,6,335,2023-06-27 00:50:06.335,60122.53479554738
1909,2023,6,28,3,20,44,897,2023-06-28 03:20:44.897,60123.63940852818
1910,2023,6,28,22,59,58,561,2023-06-28 22:59:58.561,60124.45831668124
1911,2023,6,30,0,49,59,573,2023-06-30 00:49:59.573,60125.534717282535
1912,2023,7,1,0,56,17,136,2023-07-01 00:56:17.136,60126.53908722239
1913,2023,7,1,23,4,56,259,2023-07-01 23:04:56.259,60127.46176225824
1914,2023,7,3,1,51,15,769,2023-07-03 01:51:15.769,60128.57726584252
1915,2023,7,3,22,15,33,16,2023-07-03 22:15:33.016,60129.42746546202
1916,2023,7,5,0,20,33,83,2023-07-05 00:20:33.083,60130.51427179464
1917,2023,7,6,1,9,49,228,2023-07-06 01:09:49.228,60131.548486435335
1918,2023,7,7,0,26,43,470,2023-07-07 00:26:43.470,60132.518558675714
1919,2023,7,8,1,54,33,305,2023-07-08 01:54:33.305,60133.57955214672
1920,2023,7,9,0,11,0,801,2023-07-09 00:11:00.801,60134.50764816376
1921,2023,7,9,22,1,14,573,2023-07-09 22:01:14.573,60135.41752977827
1922,2023,7,11,0,48,14,995,2023-07-11 00:48:14.995,60136.53350688872
1923,2023,7,11,21,46,24,77,2023-07-11 21:46:24.077,60137.40722310955
1924,2023,7,13,0,38,7,474,2023-07-13 00:38:07.474,60138.52647538907
1925,2023,7,14,0,3,43,660,2023-07-14 00:03:43.660,60139.50258866282
1926,2023,7,16,0,11,25,318,2023-07-16 00:11:25.318,60141.50793192466
1927,2023,7,17,2,44,48,913,2023-07-17 02:44:48.913,60142.61445501535
1928,2023,7,18,2,6,27,950,2023-07-18 02:06:27.950,60143.58782349366
1929,2023,7,19,0,51,13,957,2023-07-19 00:51:13.957,60144.535578210736
1930,2023,7,20,1,27,45,499,2023-07-20 01:27:45.499,60145.56094327724
1931,2023,7,21,1,12,32,324,2023-07-21 01:12:32.324,60146.55037411885
1932,2023,7,22,1,0,40,402,2023-07-22 01:00:40.402,60147.54213428639
1933,2023,7,23,1,18,5,394,2023-07-23 01:18:05.394,60148.5542291018
1934,2023,7,24,1,4,19,113,2023-07-24 01:04:19.113,60149.54466565771
1935,2023,7,25,0,25,47,824,2023-07-25 00:25:47.824,60150.51791463262
1936,2023,7,31,0,21,13,610,2023-07-31 00:21:13.610,60156.5147408617
1937,2023,8,1,0,28,19,966,2023-08-01 00:28:19.966,60157.51967552952
1938,2023,8,2,1,49,30,491,2023-08-02 01:49:30.491,60158.57604734691
1939,2023,8,2,23,7,42,514,2023-08-02 23:07:42.514,60159.46368650517
1940,2023,8,4,1,0,26,316,2023-08-04 01:00:26.316,60160.54197125573
1941,2023,8,7,2,37,0,867,2023-08-07 02:37:00.867,60163.60903781725
1942,2023,8,8,0,58,58,347,2023-08-08 00:58:58.347,60164.54095308806
1943,2023,8,9,2,6,35,250,2023-08-09 02:06:35.250,60165.58790799189
1944,2023,8,9,23,37,49,791,2023-08-09 23:37:49.791,60166.48460406691
1945,2023,8,11,0,50,42,787,2023-08-11 00:50:42.787,60167.53521744413
1946,2023,8,14,0,4,2,716,2023-08-14 00:04:02.716,60170.50280921194
1947,2023,8,15,0,54,22,862,2023-08-15 00:54:22.862,60171.53776460777
1948,2023,8,16,1,40,3,35,2023-08-16 01:40:03.035,60172.56947957333
1949,2023,8,16,23,13,47,85,2023-08-16 23:13:47.085,60173.46790607186
1950,2023,8,18,1,1,19,343,2023-08-18 01:01:19.343,60174.54258499113
1951,2023,8,19,0,32,18,95,2023-08-19 00:32:18.095,60175.52243165025
1952,2023,8,19,22,58,54,8,2023-08-19 22:58:54.008,60176.45756954136
1953,2023,8,22,1,10,27,833,2023-08-22 01:10:27.833,60178.54893325605
1954,2023,8,25,2,58,41,596,2023-08-25 02:58:41.596,60181.624092549166
1955,2023,8,27,1,40,4,169,2023-08-27 01:40:04.169,60183.569492694245
1956,2023,8,27,21,54,34,841,2023-08-27 21:54:34.841,60184.41290325053
1957,2023,8,29,0,50,17,393,2023-08-29 00:50:17.393,60185.5349235313
1958,2023,8,30,0,53,12,824,2023-08-30 00:53:12.824,60186.53695398515
1959,2023,8,31,0,13,15,862,2023-08-31 00:13:15.862,60187.509211362994
1960,2023,9,1,0,34,8,533,2023-09-01 00:34:08.533,60188.5237098749
1961,2023,9,3,0,46,4,79,2023-09-03 00:46:04.079,60190.531991660246
1962,2023,9,4,1,17,57,464,2023-09-04 01:17:57.464,60191.55413731534
1963,2023,9,5,1,56,16,728,2023-09-05 01:56:16.728,60192.58074916458
1964,2023,9,6,21,51,34,684,2023-09-06 21:51:34.684,60194.41081810212
1965,2023,9,8,0,43,28,804,2023-09-08 00:43:28.804,60195.53019448618
1966,2023,9,9,0,27,42,747,2023-09-09 00:27:42.747,60196.51924475599
1967,2023,9,10,0,1,38,414,2023-09-10 00:01:38.414,60197.50113905651
1968,2023,9,10,23,28,56,370,2023-09-10 23:28:56.370,60198.47843020757
1969,2023,9,13,0,23,16,984,2023-09-13 00:23:16.984,60200.51616879356
1970,2023,9,13,23,57,34,318,2023-09-13 23:57:34.318,60201.49831387063
1971,2023,9,16,0,53,44,767,2023-09-16 00:53:44.767,60203.537323696924
1972,2023,9,18,0,17,1,9,2023-09-18 00:17:01.009,60205.51181723791
1973,2023,9,19,2,49,18,710,2023-09-19 02:49:18.710,60206.61757765965
1974,2023,9,20,2,0,24,483,2023-09-20 02:00:24.483,60207.58361670497
1975,2023,9,21,0,52,31,487,2023-09-21 00:52:31.487,60208.53647554415
1976,2023,9,26,0,26,24,655,2023-09-26 00:26:24.655,60213.51834090986
1977,2023,9,26,23,32,35,101,2023-09-26 23:32:35.101,60214.48096181184
1978,2023,9,27,23,51,52,713,2023-09-27 23:51:52.713,60215.49436010672
1979,2023,9,28,23,7,18,529,2023-09-28 23:07:18.529,60216.46340890358
1980,2023,9,29,23,39,16,146,2023-09-29 23:39:16.146,60217.48560354674
1981,2023,10,1,0,17,55,950,2023-10-01 00:17:55.950,60218.512453129166
1982,2023,10,2,0,39,31,327,2023-10-02 00:39:31.327,60219.52744591049
1983,2023,10,2,21,40,18,882,2023-10-02 21:40:18.882,60220.4029963229
1984,2023,10,6,0,0,16,80,2023-10-06 00:00:16.080,60223.500186113175
1985,2023,10,7,0,4,20,609,2023-10-07 00:04:20.609,60224.50301631128
1986,2023,10,11,0,59,46,773,2023-10-11 00:59:46.773,60228.54151357575
1987,2023,10,11,23,22,17,360,2023-10-11 23:22:17.360,60229.47381204057
1988,2023,10,14,0,57,2,402,2023-10-14 00:57:02.402,60231.53961113475
1989,2023,10,14,23,58,15,650,2023-10-14 23:58:15.650,60232.49879225063
1990,2023,10,18,0,34,20,958,2023-10-18 00:34:20.958,60235.52385367672
1991,2023,10,18,23,37,28,74,2023-10-18 23:37:28.074,60236.48435271033
1992,2023,10,19,23,29,56,15,2023-10-19 23:29:56.015,60237.47912054817
1993,2023,10,21,0,36,57,706,2023-10-21 00:36:57.706,60238.52566789725
1994,2023,10,21,23,13,8,173,2023-10-21 23:13:08.173,60239.46745571123
1995,2023,10,23,0,42,57,89,2023-10-23 00:42:57.089,60240.52982742376
1996,2023,10,28,0,26,50,418,2023-10-28 00:26:50.418,60245.51863909619
1997,2023,11,2,0,47,17,475,2023-11-02 00:47:17.475,60250.53284114677
1998,2023,11,3,0,41,3,298,2023-11-03 00:41:03.298,60251.52851039281
1999,2023,11,4,0,47,21,637,2023-11-04 00:47:21.637,60252.53288931756
2000,2023,11,5,0,46,38,327,2023-11-05 00:46:38.327,60253.53238804134
2001,2023,11,6,0,5,20,976,2023-11-06 00:05:20.976,60254.50371500144
2002,2023,11,8,2,23,47,991,2023-11-08 02:23:47.991,60256.59986100337
2003,2023,11,8,23,12,55,601,2023-11-08 23:12:55.601,60257.4673101935
2004,2023,11,9,23,18,0,157,2023-11-09 23:18:00.157,60258.47083514633
2005,2023,11,14,0,47,52,709,2023-11-14 00:47:52.709,60262.53324894515
2006,2023,11,16,0,53,31,358,2023-11-16 00:53:31.358,60264.5371684969
2007,2023,11,17,0,40,51,68,2023-11-17 00:40:51.068,60265.52836883776
2008,2023,11,21,2,28,17,230,2023-11-21 02:28:17.230,60269.60297720387
2009,2023,11,24,0,19,35,955,2023-11-24 00:19:35.955,60272.51361058848
2010,2023,11,24,23,52,58,586,2023-11-24 23:52:58.586,60273.495122527056
2011,2023,11,27,23,23,5,199,2023-11-27 23:23:05.199,60276.474365726695
2012,2023,11,29,0,44,55,836,2023-11-29 00:44:55.836,60277.53120180065
2013,2023,11,30,0,29,7,773,2023-11-30 00:29:07.773,60278.52022885702
2014,2023,12,2,1,13,39,705,2023-12-02 01:13:39.705,60280.551153988505
2015,2023,12,3,0,0,59,381,2023-12-03 00:00:59.381,60281.500687280655
2016,2023,12,4,0,45,31,727,2023-12-04 00:45:31.727,60282.531617206376
2017,2023,12,7,23,57,58,153,2023-12-07 23:57:58.153,60286.49858973539
2018,2023,12,9,0,55,21,416,2023-12-09 00:55:21.416,60287.53844231702
2019,2023,12,10,1,1,2,143,2023-12-10 01:01:02.143,60288.54238590911
2020,2023,12,11,0,54,44,42,2023-12-11 00:54:44.042,60289.53800974482
2021,2023,12,12,0,56,55,970,2023-12-12 00:56:55.970,60290.53953669024
2022,2023,12,13,1,13,12,807,2023-12-13 01:13:12.807,60291.55084267811
2023,2023,12,14,0,47,2,841,2023-12-14 00:47:02.841,60292.53267177117
2024,2023,12,15,1,11,31,404,2023-12-15 01:11:31.404,60293.549669028704
2025,2023,12,16,1,32,2,545,2023-12-16 01:32:02.545,60294.56391835047
2026,2023,12,17,0,46,3,915,2023-12-17 00:46:03.915,60295.531989760806
2027,2023,12,27,1,26,53,331,2023-12-27 01:26:53.331,60305.560339476586
2028,2023,12,28,0,31,52,716,2023-12-28 00:31:52.716,60306.52213791877
2029,2023,12,29,3,12,13,599,2023-12-29 03:12:13.599,60307.633490725566
2030,2023,12,31,23,49,30,967,2023-12-31 23:49:30.967,60310.492719524846
2031,2024,1,2,0,52,42,804,2024-01-02 00:52:42.804,60311.53660652813
2032,2024,1,2,22,49,39,865,2024-01-02 22:49:39.865,60312.45115584324
2033,2024,1,4,23,13,22,160,2024-01-04 23:13:22.160,60314.467617595496
2034,2024,1,5,23,56,7,494,2024-01-05 23:56:07.494,60315.49730895752
2035,2024,1,8,0,45,8,313,2024-01-08 00:45:08.313,60317.53134621847
