,year,month,day,hour,minutes,seconds,msec,date,jdb
1551,2022,1,9,1,12,20,296,2022-01-09 01:12:20.296,59588.55023491075
1552,2022,1,12,22,49,55,369,2022-01-12 22:49:55.369,59592.45133529412
1553,2022,1,15,0,29,28,784,2022-01-15 00:29:28.784,59594.5204720333
1554,2022,1,18,22,16,43,786,2022-01-18 22:16:43.786,59598.42828455998
1555,2022,1,23,1,45,1,175,2022-01-23 01:45:01.175,59602.57293026952
1556,2022,1,25,0,28,26,188,2022-01-25 00:28:26.188,59604.51974754775
1557,2022,1,29,23,52,9,557,2022-01-29 23:52:09.557,59609.49455505533
1558,2022,1,30,22,11,42,818,2022-01-30 22:11:42.818,59610.424801132525
1559,2022,2,1,2,13,32,567,2022-02-01 02:13:32.567,59611.59273804469
1560,2022,2,4,2,44,27,504,2022-02-04 02:44:27.504,59614.61420722476
1561,2022,2,5,1,36,15,867,2022-02-05 01:36:15.867,59615.56685031752
1562,2022,2,6,0,57,37,432,2022-02-06 00:57:37.432,59616.54001656984
1563,2022,2,8,0,35,37,263,2022-02-08 00:35:37.263,59618.52473683856
1564,2022,2,9,1,27,39,661,2022-02-09 01:27:39.661,59619.560875709714
1565,2022,2,12,1,40,42,588,2022-02-12 01:40:42.588,59622.569937357424
1566,2022,2,15,1,48,29,981,2022-02-15 01:48:29.981,59625.57534700401
1567,2022,2,16,2,34,16,17,2022-02-16 02:34:16.017,59626.607129830176
1568,2022,2,17,1,20,52,253,2022-02-17 01:20:52.253,59627.55616033805
1569,2022,2,19,2,32,3,7,2022-02-19 02:32:03.007,59629.605590362975
1570,2022,2,23,22,13,50,824,2022-02-23 22:13:50.824,59634.42628268518
1571,2022,2,25,3,35,56,175,2022-02-25 03:35:56.175,59635.64995572376
1572,2022,2,28,1,14,57,365,2022-02-28 01:14:57.365,59638.55205283306
1573,2022,3,1,1,45,49,914,2022-03-01 01:45:49.914,59639.57349437351
1574,2022,3,2,1,31,3,503,2022-03-02 01:31:03.503,59640.56323498385
1575,2022,3,3,1,32,8,601,2022-03-03 01:32:08.601,59641.56398843279
1576,2022,3,4,0,14,12,727,2022-03-04 00:14:12.727,59642.50986952848
1577,2022,3,5,0,53,3,18,2022-03-05 00:53:03.018,59643.53684048082
1578,2022,3,6,0,39,56,738,2022-03-06 00:39:56.738,59644.52774002139
1579,2022,3,7,2,33,24,963,2022-03-07 02:33:24.963,59645.60653892522
1580,2022,3,8,0,41,38,571,2022-03-08 00:41:38.571,59646.52891864961
1581,2022,3,9,21,32,40,496,2022-03-09 21:32:40.496,59648.39769092245
1582,2022,3,13,1,22,51,871,2022-03-13 01:22:51.871,59651.55754480201
1583,2022,3,14,0,50,57,86,2022-03-14 00:50:57.086,59652.53538293591
1584,2022,3,16,22,5,31,651,2022-03-16 22:05:31.651,59655.42050521683
1585,2022,3,18,0,44,55,874,2022-03-18 00:44:55.874,59656.53120224727
1586,2022,3,19,1,56,32,434,2022-03-19 01:56:32.434,59657.58093095398
1587,2022,3,20,0,59,47,333,2022-03-20 00:59:47.333,59658.54152005475
1588,2022,3,21,0,40,33,574,2022-03-21 00:40:33.574,59659.52816637015
1589,2022,3,22,3,29,51,13,2022-03-22 03:29:51.013,59660.645729314194
1590,2022,3,23,0,38,54,575,2022-03-23 00:38:54.575,59661.52702054267
1591,2022,3,24,3,57,59,298,2022-03-24 03:57:59.298,59662.665269647245
1592,2022,3,25,2,3,22,850,2022-03-25 02:03:22.850,59663.58568113615
1593,2022,3,26,0,47,20,550,2022-03-26 00:47:20.550,59664.53287673932
1594,2022,3,31,0,48,11,569,2022-03-31 00:48:11.569,59669.53346722981
1595,2022,4,1,0,56,24,375,2022-04-01 00:56:24.375,59670.53917100548
1596,2022,4,1,22,27,54,134,2022-04-01 22:27:54.134,59671.43604322165
1597,2022,4,2,21,13,14,532,2022-04-02 21:13:14.532,59672.384195971215
1598,2022,4,5,1,57,16,832,2022-04-05 01:57:16.832,59674.581444811
1599,2022,4,6,0,12,24,584,2022-04-06 00:12:24.584,59675.50861786644
1600,2022,4,6,22,45,44,698,2022-04-06 22:45:44.698,59676.44843400748
1601,2022,4,8,0,34,7,412,2022-04-08 00:34:07.412,59677.52369689447
1602,2022,4,8,21,18,29,443,2022-04-08 21:18:29.443,59678.387840771145
1603,2022,4,10,0,18,40,161,2022-04-10 00:18:40.161,59679.51296482142
1604,2022,4,10,21,33,50,194,2022-04-10 21:33:50.194,59680.39849761727
1605,2022,4,12,0,56,47,345,2022-04-12 00:56:47.345,59681.53943685828
1606,2022,4,13,0,42,52,243,2022-04-13 00:42:52.243,59682.52977133256
1607,2022,4,13,23,36,33,81,2022-04-13 23:36:33.081,59683.48371621913
1608,2022,4,14,23,32,37,189,2022-04-14 23:32:37.189,59684.48098598673
1609,2022,4,15,23,43,8,499,2022-04-15 23:43:08.499,59685.48829280882
1610,2022,4,16,21,14,5,351,2022-04-16 21:14:05.351,59686.384784155984
1611,2022,4,18,2,42,38,759,2022-04-18 02:42:38.759,59687.61294859828
1612,2022,4,19,0,46,54,631,2022-04-19 00:46:54.631,59688.5325767508
1613,2022,4,19,23,54,25,472,2022-04-19 23:54:25.472,59689.49612814278
1614,2022,4,20,22,37,38,95,2022-04-20 22:37:38.095,59690.44280202915
1615,2022,4,21,22,56,27,354,2022-04-21 22:56:27.354,59691.45587214927
1616,2022,4,23,0,21,10,767,2022-04-23 00:21:10.767,59692.514707951086
1617,2022,4,24,0,2,8,451,2022-04-24 00:02:08.451,59693.50148669628
1618,2022,4,26,23,48,7,955,2022-04-26 23:48:07.955,59696.49175873623
1619,2022,4,27,23,51,56,989,2022-04-27 23:51:56.989,59697.494409592335
1620,2022,4,29,0,15,6,550,2022-04-29 00:15:06.550,59698.510492479785
1621,2022,4,30,1,0,50,670,2022-04-30 01:00:50.670,59699.54225312176
1622,2022,5,1,0,47,8,698,2022-05-01 00:47:08.698,59700.53273956524
1623,2022,5,2,0,42,9,340,2022-05-02 00:42:09.340,59701.52927477269
1624,2022,5,2,23,49,14,295,2022-05-02 23:49:14.295,59702.49252655726
1625,2022,5,3,23,49,24,94,2022-05-03 23:49:24.094,59703.49263997378
1626,2022,5,6,0,30,12,0,2022-05-06 00:30:12.000,59705.52097222008
1627,2022,5,6,23,56,37,620,2022-05-06 23:56:37.620,59706.4976576437
1628,2022,5,7,23,53,44,865,2022-05-07 23:53:44.865,59707.49565816422
1629,2022,5,9,0,31,23,544,2022-05-09 00:31:23.544,59708.521800275485
1630,2022,5,9,23,52,27,160,2022-05-09 23:52:27.160,59709.49475879064
1631,2022,5,12,0,28,39,24,2022-05-12 00:28:39.024,59711.51989610992
1632,2022,5,12,22,44,28,492,2022-05-12 22:44:28.492,59712.4475519881
1633,2022,5,13,23,17,9,987,2022-05-13 23:17:09.987,59713.47025447412
1634,2022,5,15,0,38,20,777,2022-05-15 00:38:20.777,59714.52662936488
1635,2022,5,16,0,44,20,844,2022-05-16 00:44:20.844,59715.53079680303
1636,2022,5,17,1,2,27,445,2022-05-17 01:02:27.445,59716.54337320095
1637,2022,5,18,0,21,5,207,2022-05-18 00:21:05.207,59717.51464359748
1638,2022,5,18,23,16,2,397,2022-05-18 23:16:02.397,59718.469472182645
1639,2022,5,19,23,28,37,990,2022-05-19 23:28:37.990,59719.47821747389
1640,2022,5,21,22,27,53,23,2022-05-21 22:27:53.023,59721.43603036195
1641,2022,5,23,23,53,54,349,2022-05-23 23:53:54.349,59723.49576792301
1642,2022,5,24,22,24,12,151,2022-05-24 22:24:12.151,59724.433473969664
1643,2022,5,26,1,31,45,323,2022-05-26 01:31:45.323,59725.56371901398
1644,2022,5,28,0,0,17,519,2022-05-28 00:00:17.519,59727.500202769086
1645,2022,5,29,21,8,16,618,2022-05-29 21:08:16.618,59729.38074789731
1646,2022,6,2,23,25,16,892,2022-06-02 23:25:16.892,59733.47588995422
1647,2022,6,4,0,34,10,488,2022-06-04 00:34:10.488,59734.523732495
1648,2022,6,4,23,54,29,708,2022-06-04 23:54:29.708,59735.49617717022
1649,2022,6,6,23,51,9,341,2022-06-06 23:51:09.341,59737.49385811508
1650,2022,6,7,23,57,25,903,2022-06-07 23:57:25.903,59738.49821646704
1651,2022,6,9,1,30,0,752,2022-06-09 01:30:00.752,59739.56250870477
1652,2022,6,11,0,23,39,953,2022-06-11 00:23:39.953,59741.51643463709
1653,2022,6,12,0,16,36,628,2022-06-12 00:16:36.628,59742.511535041136
1654,2022,6,12,23,34,9,931,2022-06-12 23:34:09.931,59743.48205938478
1655,2022,6,14,0,35,17,146,2022-06-14 00:35:17.146,59744.52450400108
1656,2022,6,16,1,0,12,206,2022-06-16 01:00:12.206,59746.54180794251
1657,2022,6,17,0,3,53,272,2022-06-17 00:03:53.272,59747.50269990958
1658,2022,6,18,1,26,8,441,2022-06-18 01:26:08.441,59748.55981991686
1659,2022,6,19,0,25,11,967,2022-06-19 00:25:11.967,59749.517499614376
1660,2022,6,20,1,42,20,22,2022-06-20 01:42:20.022,59750.57106507109
1661,2022,6,21,0,56,58,846,2022-06-21 00:56:58.846,59751.53956997941
1662,2022,6,22,1,11,52,258,2022-06-22 01:11:52.258,59752.54991038852
1663,2022,6,23,0,50,26,22,2022-06-23 00:50:26.022,59753.53502339872
1664,2022,6,24,2,29,24,850,2022-06-24 02:29:24.850,59754.60375984
1665,2022,6,25,2,0,13,890,2022-06-25 02:00:13.890,59755.58349409974
1666,2022,6,26,1,53,55,821,2022-06-26 01:53:55.821,59756.57911830182
1667,2022,6,26,21,4,20,902,2022-06-26 21:04:20.902,59757.37801970171
1668,2022,6,28,1,42,53,747,2022-06-28 01:42:53.747,59758.57145541026
1669,2022,6,29,2,53,40,92,2022-06-29 02:53:40.092,59759.620602921925
1670,2022,6,30,2,14,55,460,2022-06-30 02:14:55.460,59760.59369745789
1671,2022,7,1,0,44,26,809,2022-07-01 00:44:26.809,59761.530865842855
1672,2022,7,3,1,56,4,869,2022-07-03 01:56:04.869,59763.58061191054
1673,2022,7,3,22,48,41,65,2022-07-03 22:48:41.065,59764.45047528679
1674,2022,7,5,0,0,28,766,2022-07-05 00:00:28.766,59765.50033294263
1675,2022,7,6,0,36,42,359,2022-07-06 00:36:42.359,59766.52549026965
1676,2022,7,8,1,22,59,674,2022-07-08 01:22:59.674,59768.55763511486
1677,2022,7,9,1,21,49,569,2022-07-09 01:21:49.569,59769.55682371412
1678,2022,7,10,0,37,6,715,2022-07-10 00:37:06.715,59770.52577215978
1679,2022,7,11,1,26,16,808,2022-07-11 01:26:16.808,59771.5599167612
1680,2022,7,12,0,19,58,666,2022-07-12 00:19:58.666,59772.51387345169
1681,2022,7,13,3,9,26,367,2022-07-13 03:09:26.367,59773.631555172695
1682,2022,7,13,23,57,16,674,2022-07-13 23:57:16.674,59774.49810965737
1683,2022,7,14,22,14,34,190,2022-07-14 22:14:34.190,59775.42678461178
1684,2022,7,17,0,54,42,458,2022-07-17 00:54:42.458,59777.53799141742
1685,2022,7,17,23,46,26,904,2022-07-17 23:46:26.904,59778.49058916315
1686,2022,7,18,23,48,46,927,2022-07-18 23:48:46.927,59779.49220980438
1687,2022,7,20,0,31,59,233,2022-07-20 00:31:59.233,59780.52221335014
1688,2022,7,20,23,5,40,407,2022-07-20 23:05:40.407,59781.46227323331
1689,2022,7,21,23,42,50,882,2022-07-21 23:42:50.882,59782.48808891041
1690,2022,7,23,0,22,37,506,2022-07-23 00:22:37.506,59783.51571187604
1691,2022,7,25,2,28,21,480,2022-07-25 02:28:21.480,59785.603026392186
1692,2022,7,28,1,4,6,240,2022-07-28 01:04:06.240,59788.54451667132
1693,2022,7,28,22,35,2,21,2022-07-28 22:35:02.021,59789.44099561277
1694,2022,7,30,1,7,26,58,2022-07-30 01:07:26.058,59790.54682937204
1695,2022,7,30,23,49,40,810,2022-07-30 23:49:40.810,59791.49283345392
1696,2022,7,31,22,57,39,85,2022-07-31 22:57:39.085,59792.45670237171
1697,2022,8,2,2,26,39,494,2022-08-02 02:26:39.494,59793.60184599655
1698,2022,8,3,0,48,40,266,2022-08-03 00:48:40.266,59794.53379937107
1699,2022,8,4,23,23,21,459,2022-08-04 23:23:21.459,59796.47455392195
1700,2022,8,6,0,13,56,213,2022-08-06 00:13:56.213,59797.50967839647
1701,2022,8,8,1,2,11,275,2022-08-08 01:02:11.275,59799.54318605168
1702,2022,8,9,0,8,15,636,2022-08-09 00:08:15.636,59800.50573652664
1703,2022,8,10,0,20,31,970,2022-08-10 00:20:31.970,59801.5142589155
1704,2022,8,10,23,26,38,172,2022-08-10 23:26:38.172,59802.47683069792
1705,2022,8,11,23,21,58,703,2022-08-11 23:21:58.703,59803.47359609751
1706,2022,8,12,23,18,38,510,2022-08-12 23:18:38.510,59804.47127905492
1707,2022,8,14,2,23,32,613,2022-08-14 02:23:32.613,59805.59968301535
1708,2022,8,17,0,20,49,90,2022-08-17 00:20:49.090,59808.51445706506
1709,2022,8,18,0,14,6,273,2022-08-18 00:14:06.273,59809.50979482767
1710,2022,8,19,1,31,55,749,2022-08-19 01:31:55.749,59810.56383968399
1711,2022,8,22,2,8,51,992,2022-08-22 02:08:51.992,59813.58949064441
1712,2022,8,23,1,2,21,339,2022-08-23 01:02:21.339,59814.543302530525
1713,2022,8,25,0,57,27,469,2022-08-25 00:57:27.469,59816.53990126286
1714,2022,8,26,0,40,36,251,2022-08-26 00:40:36.251,59817.52819735322
1715,2022,8,27,0,52,27,798,2022-08-27 00:52:27.798,59818.536432845416
1716,2022,8,27,22,43,32,766,2022-08-27 22:43:32.766,59819.446907013546
1717,2022,8,28,23,8,51,979,2022-08-28 23:08:51.979,59820.46449049279
1718,2022,8,29,23,53,43,63,2022-08-29 23:53:43.063,59821.49563730072
1719,2022,8,31,0,5,21,29,2022-08-31 00:05:21.029,59822.50371561207
1720,2022,9,7,0,43,53,940,2022-09-07 00:43:53.940,59829.53048541913
1721,2022,9,8,1,42,11,921,2022-09-08 01:42:11.921,59830.57097130949
1722,2022,9,10,1,40,56,383,2022-09-10 01:40:56.383,59832.57009702151
1723,2022,9,11,0,13,18,560,2022-09-11 00:13:18.560,59833.50924259329
1724,2022,9,12,2,52,27,834,2022-09-12 02:52:27.834,59834.61976659693
1725,2022,9,14,1,22,40,96,2022-09-14 01:22:40.096,59836.55740851352
1726,2022,9,15,0,30,49,702,2022-09-15 00:30:49.702,59837.52140858656
1727,2022,9,16,1,0,1,429,2022-09-16 01:00:01.429,59838.54168320141
1728,2022,9,18,0,11,16,172,2022-09-18 00:11:16.172,59840.50782607013
1729,2022,9,20,21,35,58,150,2022-09-20 21:35:58.150,59843.39997858431
1730,2022,9,21,21,37,39,844,2022-09-21 21:37:39.844,59844.4011555987
1731,2022,9,22,23,51,33,541,2022-09-22 23:51:33.541,59845.49413821003
1732,2022,9,23,23,29,53,58,2022-09-23 23:29:53.058,59846.47908631938
1733,2022,9,30,0,11,57,233,2022-09-30 00:11:57.233,59852.50830130865
1734,2022,10,1,1,46,21,928,2022-10-01 01:46:21.928,59853.57386490305
1735,2022,10,4,2,7,23,349,2022-10-04 02:07:23.349,59856.58846468726
1736,2022,10,6,0,28,30,431,2022-10-06 00:28:30.431,59858.51979665041
1737,2022,10,7,0,17,58,579,2022-10-07 00:17:58.579,59859.51248354974
1738,2022,10,8,2,27,9,994,2022-10-08 02:27:09.994,59860.60219900322
1739,2022,10,9,0,29,40,40,2022-10-09 00:29:40.040,59861.52060231879
1740,2022,10,11,0,47,24,408,2022-10-11 00:47:24.408,59863.53292139317
1741,2022,10,11,23,17,49,991,2022-10-11 23:17:49.991,59864.4707174837
1742,2022,10,13,1,45,6,366,2022-10-13 01:45:06.366,59865.57299034277
1743,2022,10,14,0,50,26,332,2022-10-14 00:50:26.332,59866.53502698556
1744,2022,10,15,23,6,24,321,2022-10-15 23:06:24.321,59868.46278149351
1745,2022,10,18,23,47,9,295,2022-10-18 23:47:09.295,59871.49107980226
1746,2022,10,21,1,4,37,934,2022-10-21 01:04:37.934,59873.54488350098
1747,2022,10,21,21,53,8,841,2022-10-21 21:53:08.841,59874.41190788434
1748,2022,10,23,0,56,57,598,2022-10-23 00:56:57.598,59875.53955553342
1749,2022,10,24,1,1,50,720,2022-10-24 01:01:50.720,59876.54294814957
1750,2022,10,28,0,42,39,235,2022-10-28 00:42:39.235,59880.529620778914
1751,2022,10,30,0,12,4,258,2022-10-30 00:12:04.258,59882.5083826147
1752,2022,11,2,0,30,48,775,2022-11-02 00:30:48.775,59885.52139786194
1753,2022,11,2,21,54,29,897,2022-11-02 21:54:29.897,59886.41284603259
1754,2022,11,4,1,38,26,556,2022-11-04 01:38:26.556,59887.56836291647
1755,2022,11,4,22,39,57,801,2022-11-04 22:39:57.801,59888.4444189936
1756,2022,11,5,23,26,6,263,2022-11-05 23:26:06.263,59889.47646137695
1757,2022,11,7,0,29,53,817,2022-11-07 00:29:53.817,59890.52076177149
1758,2022,11,8,0,32,14,985,2022-11-08 00:32:14.985,59891.5223956591
1759,2022,11,9,0,29,13,44,2022-11-09 00:29:13.044,59892.52028986379
1760,2022,11,10,1,0,15,217,2022-11-10 01:00:15.217,59893.54184278638
1761,2022,11,10,23,37,44,96,2022-11-10 23:37:44.096,59894.48453814487
1762,2022,11,14,1,59,1,21,2022-11-14 01:59:01.021,59897.58265070826
1763,2022,11,15,0,28,14,352,2022-11-15 00:28:14.352,59898.51961055022
1764,2022,11,16,1,40,17,481,2022-11-16 01:40:17.481,59899.56964676997
1765,2022,11,17,0,29,23,569,2022-11-17 00:29:23.569,59900.52041167803
1766,2022,11,18,0,21,55,775,2022-11-18 00:21:55.775,59901.51522887651
1767,2022,11,19,1,25,28,420,2022-11-19 01:25:28.420,59902.55935671338
1768,2022,11,20,0,58,18,991,2022-11-20 00:58:18.991,59903.54049757988
1769,2022,11,21,2,11,33,757,2022-11-21 02:11:33.757,59904.59136293356
1770,2022,11,21,23,9,28,757,2022-11-21 23:09:28.757,59905.46491616542
1771,2022,11,23,1,21,40,555,2022-11-23 01:21:40.555,59906.55671938831
1772,2022,11,24,1,21,51,771,2022-11-24 01:21:51.771,59907.5568492023
1773,2022,11,26,0,56,13,889,2022-11-26 00:56:13.889,59909.53904964052
1774,2022,11,27,0,48,39,130,2022-11-27 00:48:39.130,59910.53378622876
1775,2022,11,28,0,57,31,848,2022-11-28 00:57:31.848,59911.5399519407
1776,2022,11,29,0,59,19,328,2022-11-29 00:59:19.328,59912.54119593014
1777,2022,11,30,0,19,35,423,2022-11-30 00:19:35.423,59913.51360443358
1778,2022,12,1,1,5,30,645,2022-12-01 01:05:30.645,59914.545493579
1779,2022,12,1,23,16,53,915,2022-12-01 23:16:53.915,59915.47006846111
1780,2022,12,3,0,55,39,260,2022-12-03 00:55:39.260,59916.53864884791
1781,2022,12,4,0,50,19,752,2022-12-04 00:50:19.752,59917.53495082875
1782,2022,12,12,1,28,30,737,2022-12-12 01:28:30.737,59925.56146686428
1783,2022,12,14,1,19,19,75,2022-12-14 01:19:19.075,59927.55508189074
1784,2022,12,15,2,36,42,717,2022-12-15 02:36:42.717,59928.60882774523
1785,2022,12,16,0,54,25,755,2022-12-16 00:54:25.755,59929.53779809136
1786,2022,12,17,0,47,14,404,2022-12-17 00:47:14.404,59930.53280560589
1787,2022,12,18,0,59,2,21,2022-12-18 00:59:02.021,59931.54099561372
1788,2022,12,18,23,32,55,270,2022-12-18 23:32:55.270,59932.481195256274
1789,2022,12,20,0,57,0,163,2022-12-20 00:57:00.163,59933.539585220125
1790,2022,12,22,1,5,36,457,2022-12-22 01:05:36.457,59935.54556084063
1791,2022,12,22,23,26,58,655,2022-12-22 23:26:58.655,59936.47706776187
1792,2022,12,24,1,55,8,732,2022-12-24 01:55:08.732,59937.57996217781
1793,2022,12,25,0,49,8,36,2022-12-25 00:49:08.036,59938.53412079223
1794,2022,12,25,22,27,1,71,2022-12-25 22:27:01.071,59939.4354290586
1795,2022,12,29,2,6,19,769,2022-12-29 02:06:19.769,59942.58772881341
1796,2023,1,5,0,12,37,680,2023-01-05 00:12:37.680,59949.50876944804
1797,2023,1,6,0,28,5,547,2023-01-06 00:28:05.547,59950.51950865034
1798,2023,1,10,2,31,4,454,2023-01-10 02:31:04.454,59954.60491265814
1799,2023,1,13,1,32,24,262,2023-01-13 01:32:24.262,59957.5641696979
1800,2023,1,14,1,24,49,314,2023-01-14 01:24:49.314,59958.55890409336
1801,2023,1,16,0,10,45,454,2023-01-16 00:10:45.454,59960.50747053327
1802,2023,1,17,0,5,49,151,2023-01-17 00:05:49.151,59961.50404109834
1803,2023,1,18,1,3,51,855,2023-01-18 01:03:51.855,59962.54435017727
1804,2023,1,22,1,23,55,452,2023-01-22 01:23:55.452,59966.55828069884
1805,2023,2,15,0,41,25,157,2023-02-15 00:41:25.157,59990.52876339442
1806,2023,2,17,3,23,42,412,2023-02-17 03:23:42.412,59992.6414631072
1807,2023,2,22,22,30,18,671,2023-02-22 22:30:18.671,59998.437716096
1808,2023,2,28,2,16,26,368,2023-02-28 02:16:26.368,60003.59474963071
1809,2023,3,1,0,43,48,454,2023-03-01 00:43:48.454,60004.5304219211
1810,2023,3,3,1,42,21,449,2023-03-03 01:42:21.449,60006.57108158781
1811,2023,3,4,2,10,50,564,2023-03-04 02:10:50.564,60007.5908630044
1812,2023,3,5,0,34,56,485,2023-03-05 00:34:56.485,60008.52426487301
1813,2023,3,6,2,34,51,130,2023-03-06 02:34:51.130,60009.60753623037
1814,2023,3,7,2,22,38,784,2023-03-07 02:22:38.784,60010.5990599988
1815,2023,3,8,0,51,48,706,2023-03-08 00:51:48.706,60011.535980394256
1816,2023,3,9,2,42,12,457,2023-03-09 02:42:12.457,60012.61264417495
1817,2023,3,10,1,1,4,660,2023-03-10 01:01:04.660,60013.54241504876
1818,2023,3,11,1,8,48,29,2023-03-11 01:08:48.029,60014.54777811408
1819,2023,3,12,1,11,31,268,2023-03-12 01:11:31.268,60015.549667457184
1820,2023,3,13,0,28,7,946,2023-03-13 00:28:07.946,60016.5195364159
1821,2023,3,15,2,36,13,925,2023-03-15 02:36:13.925,60018.60849450221
1822,2023,3,16,3,27,22,234,2023-03-16 03:27:22.234,60019.64400733674
1823,2023,3,19,0,53,58,964,2023-03-19 00:53:58.964,60022.53748801433
1824,2023,3,20,1,2,42,168,2023-03-20 01:02:42.168,60023.54354361333
1825,2023,3,21,0,56,17,248,2023-03-21 00:56:17.248,60024.53908851567
1826,2023,3,22,1,7,43,64,2023-03-22 01:07:43.064,60025.54702620848
1827,2023,3,23,0,28,59,830,2023-03-23 00:28:59.830,60026.52013691701
1828,2023,3,24,0,6,35,162,2023-03-24 00:06:35.162,60027.50457363221
1829,2023,3,25,0,27,58,617,2023-03-25 00:27:58.617,60028.519428438776
1830,2023,3,27,21,53,18,23,2023-03-27 21:53:18.023,60031.41201415748
1831,2023,3,29,1,17,19,610,2023-03-29 01:17:19.610,60032.55369918422
1832,2023,3,29,22,55,22,105,2023-03-29 22:55:22.105,60033.45511695467
1833,2023,4,2,1,19,26,835,2023-04-02 01:19:26.835,60036.5551716979
1834,2023,4,2,22,41,0,855,2023-04-02 22:41:00.855,60037.445148790444
1835,2023,4,3,22,24,47,412,2023-04-03 22:24:47.412,60038.43388208878
1836,2023,4,4,23,50,14,887,2023-04-04 23:50:14.887,60039.493227864514
1837,2023,4,6,0,29,21,398,2023-04-06 00:29:21.398,60040.52038655374
1838,2023,4,7,0,4,46,401,2023-04-07 00:04:46.401,60041.50331482962
1839,2023,4,8,1,20,47,877,2023-04-08 01:20:47.877,60042.55610969234
1840,2023,4,10,23,35,37,563,2023-04-10 23:35:37.563,60045.48307364895
1841,2023,4,12,1,36,18,897,2023-04-12 01:36:18.897,60046.56688538473
1842,2023,4,13,1,4,27,688,2023-04-13 01:04:27.688,60047.54476491133
1843,2023,4,14,1,18,45,287,2023-04-14 01:18:45.287,60048.554690824654
1844,2023,4,15,1,0,14,626,2023-04-15 01:00:14.626,60049.54183594556
1845,2023,4,15,23,35,32,740,2023-04-15 23:35:32.740,60050.483017818406
1846,2023,4,16,23,20,50,42,2023-04-16 23:20:50.042,60051.47280141039
1847,2023,4,18,0,31,4,841,2023-04-18 00:31:04.841,60052.52158380837
1848,2023,4,19,0,19,1,536,2023-04-19 00:19:01.536,60053.51321222078
1849,2023,4,20,0,17,52,72,2023-04-20 00:17:52.072,60054.51240824341
1850,2023,4,21,0,18,29,607,2023-04-21 00:18:29.607,60055.512842677046
1851,2023,4,22,0,51,32,904,2023-04-22 00:51:32.904,60056.53579749531
1852,2023,4,22,22,18,45,327,2023-04-22 22:18:45.327,60057.42969128858
1853,2023,4,24,0,3,29,345,2023-04-24 00:03:29.345,60058.50242296977
1854,2023,4,25,0,38,2,310,2023-04-25 00:38:02.310,60059.52641561996
1855,2023,4,25,23,56,29,917,2023-04-25 23:56:29.917,60060.49756848316
1856,2023,4,28,0,58,37,256,2023-04-28 00:58:37.256,60062.54070898459
1857,2023,4,28,23,7,59,625,2023-04-28 23:07:59.625,60063.46388454398
1858,2023,4,30,0,45,56,60,2023-04-30 00:45:56.060,60064.53189884154
1859,2023,5,1,1,33,14,89,2023-05-01 01:33:14.089,60065.56474639919
1860,2023,5,1,20,49,30,583,2023-05-01 20:49:30.583,60066.367715075816
1861,2023,5,3,1,5,34,117,2023-05-03 01:05:34.117,60067.54553376412
1862,2023,5,3,23,53,30,391,2023-05-03 23:53:30.391,60068.49549063398
1863,2023,5,5,2,52,50,308,2023-05-05 02:52:50.308,60069.62002671783
1864,2023,5,6,0,56,6,420,2023-05-06 00:56:06.420,60070.53896319168
1865,2023,5,7,0,5,46,64,2023-05-07 00:05:46.064,60071.50400537548
1866,2023,5,7,23,20,19,825,2023-05-07 23:20:19.825,60072.47245167441
1867,2023,5,9,0,48,33,402,2023-05-09 00:48:33.402,60073.53371992983
1868,2023,5,10,0,51,46,94,2023-05-10 00:51:46.094,60074.535950158745
1869,2023,5,11,1,8,23,150,2023-05-11 01:08:23.150,60075.54749016173
1870,2023,5,12,0,27,29,574,2023-05-12 00:27:29.574,60076.51909228596
1871,2023,5,13,0,19,37,192,2023-05-13 00:19:37.192,60077.51362490262
1872,2023,5,14,0,1,1,202,2023-05-14 00:01:01.202,60078.50070836135
1873,2023,5,15,0,14,51,334,2023-05-15 00:14:51.334,60079.51031636644
1874,2023,5,16,0,38,19,302,2023-05-16 00:38:19.302,60080.52661228659
1875,2023,5,17,1,58,58,611,2023-05-17 01:58:58.611,60081.58262281581
1876,2023,5,18,0,56,58,673,2023-05-18 00:56:58.673,60082.53956797071
1877,2023,5,19,1,21,38,976,2023-05-19 01:21:38.976,60083.55670111643
1878,2023,5,20,0,55,37,388,2023-05-20 00:55:37.388,60084.53862718099
1879,2023,5,21,0,27,34,362,2023-05-21 00:27:34.362,60085.51914770811
1880,2023,5,21,23,24,15,743,2023-05-21 23:24:15.743,60086.475182205446
1881,2023,5,24,0,41,17,430,2023-05-24 00:41:17.430,60088.5286739528
1882,2023,5,24,23,24,6,751,2023-05-24 23:24:06.751,60089.47507813174
1883,2023,5,27,22,12,34,677,2023-05-27 22:12:34.677,60092.42540135971
1884,2023,5,29,23,1,50,315,2023-05-29 23:01:50.315,60094.45961012658
1885,2023,5,31,23,12,0,1,2023-05-31 23:12:00.001,60096.466666681925
1886,2023,6,2,1,26,38,575,2023-06-02 01:26:38.575,60097.5601686899
1887,2023,6,3,0,56,24,711,2023-06-03 00:56:24.711,60098.539174891404
1888,2023,6,3,23,58,8,478,2023-06-03 23:58:08.478,60099.49870924066
1889,2023,6,4,21,23,49,573,2023-06-04 21:23:49.573,60100.39154598772
1890,2023,6,8,3,30,1,76,2023-06-08 03:30:01.076,60103.645845784114
